audit_id,station_code,handler_name,flight_date,turnaround_target_mins,turnaround_actual_mins,baggage_delay_mins,safety_incident_flag
9863,YUL,Menzies,2025-11-01,45,45.0,-1.0,False
9864,YUL,dnata,2025-04-13,60,86.0,25.0,False
9865,yul,WFS,2025-05-15,90,65.0,2.0,False
9866,FRA,Menzies,2025-03-05,120,77.0,19.0,False
9867,JFK ,Menzies,2025-10-07,45,39.0,14.0,False
9868,SIN,dnata,2025-02-19,90,65.0,12.0,False
9869,LHR,Swissport,2025-02-05,60,70.0,9.0,False
9870,NRT,dnata,2025-04-28,45,50.0,18.0,False
9871,FRA,Menzies Aviation,2025-07-07,60,59.0,12.0,False
9872,JFK ,WFS,2025-04-25,60,56.0,29.0,False
9873,DXB,Swissport,2025-06-23,60,49.0,1.0,False
9874,NRT,Swissport,2025-07-11,60,56.0,22.0,False
9875,NRT,Swissport,2025-12-03,90,95.0,13.0,False
9876,NRT,Menzies,2025-07-04,45,79.0,12.0,False
9877,NRT,Menzies,2025-11-15,120,48.0,23.0,False
9878,SIN,WFS,2025-11-16,90,53.0,18.0,False
9879,SIN,Menzies Aviation,2025-02-17,45,74.0,42.0,False
9880,JFK,Swissport,2025-07-10,45,55.0,12.0,False
9881,JFK,Menzies,2025-07-06,60,85.0,19.0,False
9882,DXB,dnata,2025-11-11,60,94.0,18.0,False
9883,SIN,WFS,2025-07-18,120,57.0,21.0,False
9884,YUL,WFS,2025-02-11,90,68.0,22.0,False
9885,DXB,Swissport,2025-12-31,60,57.0,14.0,False
9886,NRT,Swissport,2025-02-27,90,71.0,17.0,False
9887,NRT,WFS,2025-01-08,120,64.0,15.0,False
9888,DXB,Menzies Aviation,2025-12-23,90,47.0,16.0,False
9889,FRA,dnata,2025-01-30,90,35.0,25.0,False
9890,NRT,Swissport,2025-07-22,120,68.0,18.0,False
9891,YUL,WFS,2025-09-26,120,67.0,13.0,False
9892,FRA,Menzies Aviation,2025-01-23,45,45.0,30.0,False
9893,YUL,dnata,2025-09-09,90,,23.0,False
9894,FRA,dnata,2025-07-04,120,70.0,22.0,False
9895, LHR,WFS,2025-03-15,60,58.0,13.0,False
9896,FRA,Swissport,2025-06-18,60,100.0,11.0,False
9897,NRT,Menzies,2025-04-08,60,75.0,24.0,False
9898,JFK,Swissport,2025-06-26,120,55.0,21.0,False
9899,FRA,Menzies Aviation,2025-11-09,60,80.0,11.0,False
9900,SIN,Menzies,2025-07-25,90,47.0,23.0,False
9901,YUL,dnata,2025-01-31,120,67.0,20.0,False
9902,DXB,Swissport,2025-06-10,60,78.0,16.0,False
9903,YUL,WFS,2025-02-02,60,72.0,16.0,False
9904,LHR,Swissport,2025-03-19,45,49.0,19.0,False
9905,YUL,WFS,2025-01-19,60,57.0,7.0,False
9906,LHR,WFS,2025-02-08,60,42.0,11.0,False
9907,DXB,dnata,2025-07-29,120,83.0,8.0,False
9908,NRT,dnata,2025-02-19,90,73.0,4.0,False
9909,YUL,dnata,2025-01-05,90,62.0,5.0,False
9910,SIN,dnata,2025-04-06,45,89.0,17.0,False
9911,YUL,dnata,2025-05-03,90,69.0,17.0,False
9912,SIN,Menzies Aviation,2025-06-27,90,71.0,26.0,False
9913,JFK,Swissport,2025-12-02,45,57.0,12.0,False
9914,YUL,WFS,2025-01-07,90,69.0,19.0,False
9915,JFK,dnata,2025-03-13,60,83.0,18.0,False
9916,LHR,Swissport,2025-02-05,45,69.0,19.0,False
9917,FRA,WFS,2025-07-25,120,64.0,25.0,False
9918,JFK,Swissport,2025-08-31,120,66.0,5.0,False
9919,FRA,Menzies,2025-01-09,120,63.0,12.0,False
9920,YUL,Swissport,2025-07-30,90,70.0,21.0,False
9921,LHR,dnata,2025-11-07,60,60.0,9.0,False
9922,LHR,Menzies,2025-12-06,120,62.0,9.0,False
9923,JFK,Swissport,2025-11-11,90,49.0,1.0,False
9924,DXB,Menzies Aviation,2025-05-26,120,41.0,20.0,False
9925,FRA,WFS,2025-10-09,60,45.0,18.0,False
9926,DXB,Menzies,2025-09-07,60,96.0,5.0,False
9927,DXB,Swissport,2025-04-23,45,72.0,5.0,False
9928,JFK,Menzies Aviation,2025-11-29,90,73.0,15.0,False
9929,FRA,WFS,2025-02-28,120,54.0,25.0,False
9930,JFK,Menzies,2025-05-02,120,94.0,19.0,False
9931,DXB,dnata,2025-11-09,45,23.0,13.0,False
9932, LHR,dnata,2025-07-10,120,63.0,31.0,False
9933,LHR,WFS,2025-10-09,120,57.0,9.0,False
9934,JFK,Menzies Aviation,2025-10-27,120,79.0,12.0,False
9935,YUL,Menzies Aviation,2025-06-17,90,73.0,15.0,False
9936,DXB,Menzies,2025-06-07,45,103.0,11.0,False
9937,NRT,Swissport,2025-12-01,60,61.0,17.0,False
9938,FRA,Menzies Aviation,2025-02-26,90,69.0,11.0,False
9939,JFK ,Menzies,2025-05-03,60,41.0,18.0,False
9940,NRT,Swissport,2025-04-05,120,58.0,23.0,False
9941,NRT,Swissport,2025-11-29,45,69.0,9.0,False
9942,SIN,Menzies,2025-01-04,45,56.0,20.0,False
9943,YUL,WFS,2025-01-21,90,38.0,27.0,False
9944,YUL,Swissport,2025-03-21,45,62.0,16.0,False
9945,SIN,dnata,2025-09-30,60,64.0,3.0,False
9946,JFK,WFS,2025-11-23,90,69.0,10.0,False
9947,DXB,Swissport,2025-12-02,45,,16.0,False
9948,JFK,Menzies,2025-03-22,60,65.0,34.0,False
9949,JFK ,Swissport,2025-05-09,120,87.0,16.0,False
9950,YUL,Menzies Aviation,2025-09-26,60,71.0,27.0,False
9951,DXB,Menzies Aviation,2025-07-29,120,61.0,-3.0,False
9952,JFK,Swissport,2025-10-31,120,93.0,23.0,True
9953,LHR,WFS,2025-10-26,45,82.0,16.0,False
9954,JFK,WFS,2025-08-09,90,61.0,11.0,False
9955,YUL,WFS,2025-06-22,120,49.0,10.0,False
9956,LHR,Menzies Aviation,2025-11-12,60,81.0,17.0,False
9957, LHR,Menzies,2025-04-03,45,88.0,29.0,False
9958,JFK,Menzies,2025-04-13,120,58.0,7.0,False
9959,NRT,Swissport,2025-10-29,60,59.0,2.0,False
9960,yul,Menzies,2025-02-05,60,58.0,24.0,False
9961,SIN,dnata,2025-03-04,120,39.0,12.0,False
9962,NRT,Swissport,2025-04-30,90,62.0,19.0,False
9963,DXB,Menzies,2025-08-01,90,65.0,10.0,False
9964,DXB,WFS,2025-08-16,90,60.0,28.0,False
9965,NRT,dnata,2025-12-28,120,66.0,19.0,False
9966,DXB,Swissport,2025-12-27,90,57.0,30.0,False
9967,JFK,Menzies,2025-04-20,45,67.0,9.0,False
9968,SIN,Menzies,2025-08-12,60,49.0,27.0,False
9969,LHR,Menzies,2025-07-22,90,67.0,13.0,False
9970,NRT,Menzies,2025-12-05,120,77.0,12.0,False
9971,SIN,Swissport,2025-05-09,120,64.0,9.0,False
9972,JFK ,Swissport,2025-09-02,120,64.0,6.0,False
9973,yul,WFS,2025-10-22,60,71.0,34.0,False
9974,SIN,dnata,2025-09-29,120,55.0,14.0,False
9975,SIN,Menzies,2025-04-07,45,70.0,24.0,False
9976,LHR,Menzies,2025-10-04,45,95.0,19.0,False
9977,YUL,Swissport,2025-05-06,90,63.0,23.0,False
9978,FRA,WFS,2025-12-24,120,48.0,19.0,False
9979,NRT,Menzies Aviation,2025-03-07,90,72.0,11.0,False
9980,NRT,Menzies Aviation,2025-12-27,120,80.0,10.0,False
9981,FRA,dnata,2025-12-05,45,47.0,23.0,True
9982,FRA,WFS,2025-03-21,60,62.0,29.0,False
9983,DXB,dnata,2025-04-23,60,77.0,20.0,False
9984,NRT,Swissport,2025-05-16,60,61.0,12.0,False
9985,JFK,Menzies Aviation,2025-08-18,90,72.0,10.0,False
9986,SIN,Swissport,2025-03-13,90,50.0,13.0,False
9987,YUL,Swissport,2025-05-29,60,66.0,9.0,False
9988,YUL,dnata,2025-11-28,120,85.0,13.0,False
9989,LHR,WFS,2025-07-12,120,85.0,-2.0,False
9990,NRT,Swissport,2025-05-29,45,83.0,20.0,False
9991,SIN,WFS,2025-11-24,90,78.0,13.0,False
9992,YUL,Menzies Aviation,2025-09-26,45,102.0,28.0,False
9993,DXB,Swissport,2025-01-09,90,69.0,20.0,False
9994,LHR,Swissport,2025-09-15,120,82.0,15.0,False
9995,FRA,WFS,2025-12-05,120,66.0,1.0,False
9996,NRT,dnata,2025-02-04,60,74.0,7.0,False
9997,DXB,WFS,2025-02-10,45,80.0,10.0,False
9998,YUL,Swissport,2025-11-28,120,26.0,22.0,False
9999,DXB,Menzies,2025-07-25,60,100.0,14.0,False
10000,NRT,WFS,2025-10-16,45,43.0,13.0,False
10001,DXB,dnata,2025-09-10,120,68.0,36.0,True
10002,JFK,Menzies Aviation,2025-03-03,45,75.0,7.0,False
10003,YUL,dnata,2025-02-04,60,64.0,13.0,False
10004,NRT,WFS,2025-12-23,45,82.0,7.0,False
10005,SIN,WFS,2025-03-01,45,68.0,11.0,False
10006,DXB,WFS,2025-09-12,120,71.0,10.0,False
10007,YUL,Menzies Aviation,2025-07-28,45,59.0,12.0,False
10008,LHR,Menzies,2025-01-21,60,62.0,5.0,False
10009,LHR,Menzies Aviation,2025-03-20,90,52.0,17.0,False
10010,YUL,Menzies,2025-10-24,60,45.0,30.0,False
10011,LHR,Swissport,2025-01-27,120,61.0,14.0,False
10012,LHR,Swissport,2025-01-10,120,61.0,3.0,False
10013,NRT,WFS,2025-07-04,45,67.0,26.0,False
10014,JFK,WFS,2025-01-11,90,77.0,8.0,False
10015,JFK,Menzies,2025-09-10,120,55.0,1.0,False
10016,FRA,Menzies Aviation,2025-12-03,45,92.0,19.0,False
10017,YUL,WFS,2025-10-09,90,76.0,14.0,False
10018,LHR,WFS,2025-12-20,60,50.0,7.0,False
10019,NRT,Menzies Aviation,2025-03-12,90,57.0,16.0,False
10020,LHR,WFS,2025-06-17,120,57.0,14.0,False
10021,LHR,WFS,2025-03-06,60,55.0,22.0,False
10022,NRT,dnata,2025-09-16,45,46.0,10.0,False
10023,LHR,Menzies,2025-12-11,45,57.0,13.0,False
10024,LHR,Menzies Aviation,2025-10-25,45,76.0,-4.0,False
10025,LHR,Swissport,2025-06-05,90,85.0,15.0,False
10026,SIN,Swissport,2025-02-08,60,65.0,19.0,False
10027,SIN,WFS,2025-02-08,120,84.0,15.0,False
10028,FRA,Swissport,2025-06-18,120,53.0,14.0,False
10029,LHR,WFS,2025-08-20,60,81.0,4.0,False
10030,yul,Menzies Aviation,2025-09-29,45,51.0,10.0,False
10031,SIN,Menzies Aviation,2025-09-10,60,32.0,28.0,False
10032,JFK,Swissport,2025-02-20,120,45.0,32.0,False
10033,NRT,Menzies Aviation,2025-09-07,90,57.0,16.0,False
10034,YUL,WFS,2025-07-09,120,90.0,16.0,False
10035,SIN,Swissport,2025-06-17,60,49.0,8.0,False
10036,YUL,WFS,2025-08-19,120,75.0,15.0,False
10037,DXB,Menzies,2025-01-22,45,74.0,-0.0,False
10038,NRT,Swissport,2025-10-08,60,72.0,18.0,False
10039,LHR,dnata,2025-10-13,60,79.0,14.0,False
10040,SIN,Menzies Aviation,2025-04-03,120,69.0,18.0,False
10041,YUL,Menzies Aviation,2025-08-25,60,69.0,16.0,False
10042,JFK,Swissport,2025-07-02,120,69.0,10.0,False
10043,JFK,Menzies,2025-11-17,60,52.0,11.0,False
10044,SIN,dnata,2025-09-07,120,60.0,18.0,False
10045,JFK,dnata,2025-12-31,45,69.0,6.0,False
10046,SIN,WFS,2025-07-10,60,79.0,15.0,False
10047,LHR,dnata,2025-05-12,45,84.0,21.0,False
10048,DXB,Menzies,2025-03-04,90,89.0,24.0,False
10049,NRT,dnata,2025-03-16,90,45.0,25.0,False
10050,FRA,Menzies Aviation,2025-09-11,45,80.0,10.0,False
10051,YUL,dnata,2025-06-22,60,76.0,9.0,False
10052,LHR,Menzies,2025-09-24,45,92.0,13.0,False
10053,FRA,WFS,2025-07-19,45,57.0,12.0,False
10054,LHR,Menzies,2025-05-02,120,50.0,4.0,False
10055,FRA,Swissport,2025-05-03,90,69.0,6.0,False
10056,SIN,Menzies,2025-11-13,60,58.0,20.0,False
10057,JFK,WFS,2025-07-19,45,68.0,13.0,False
10058,NRT,Swissport,2025-07-19,120,71.0,17.0,False
10059,FRA,Swissport,2025-10-13,120,59.0,11.0,False
10060,DXB,dnata,2025-05-14,90,71.0,7.0,False
10061,YUL,Menzies Aviation,2025-08-25,45,34.0,12.0,False
10062,SIN,Menzies Aviation,2025-11-04,45,59.0,25.0,False
10063,FRA,Menzies Aviation,2025-05-25,90,67.0,19.0,False
10064,NRT,Menzies,2025-10-01,45,95.0,18.0,False
10065,DXB,Menzies,2025-03-03,45,64.0,13.0,False
10066,NRT,dnata,2025-11-01,120,63.0,8.0,False
10067,NRT,Swissport,2025-09-01,120,54.0,21.0,False
10068,DXB,dnata,2025-09-02,120,54.0,12.0,False
10069,YUL,Swissport,2025-06-05,120,79.0,21.0,False
10070,NRT,Menzies,2025-08-29,60,54.0,15.0,False
10071,SIN,WFS,2025-02-02,120,73.0,15.0,False
10072,DXB,Menzies,2025-09-17,120,60.0,17.0,False
10073,yul,Menzies Aviation,2025-08-03,45,50.0,10.0,False
10074,NRT,WFS,2025-10-19,60,64.0,4.0,False
10075,LHR,dnata,2025-08-27,45,71.0,13.0,False
10076,NRT,dnata,2025-07-28,120,69.0,19.0,False
10077,NRT,WFS,2025-12-16,120,79.0,28.0,False
10078,YUL,dnata,2025-06-08,120,57.0,25.0,False
10079,NRT,dnata,2025-02-09,90,64.0,31.0,False
10080,LHR,dnata,2025-02-27,90,73.0,5.0,False
10081,NRT,Menzies,2025-01-16,120,89.0,13.0,True
10082,JFK ,Menzies Aviation,2025-11-15,90,83.0,17.0,False
10083,JFK,WFS,2025-12-11,90,95.0,14.0,False
10084,yul,dnata,2025-09-25,90,95.0,22.0,False
10085,NRT,Swissport,2025-05-31,45,80.0,22.0,False
10086,LHR,dnata,2025-01-01,60,78.0,11.0,False
10087,yul,Swissport,2025-09-28,120,63.0,13.0,False
10088,DXB,Menzies,2025-11-21,120,86.0,40.0,False
10089,NRT,WFS,2025-03-15,45,39.0,15.0,False
10090,LHR,Menzies,2025-01-14,45,69.0,15.0,False
10091,NRT,Menzies,2025-04-15,120,62.0,25.0,False
10092,SIN,Menzies,2025-07-09,90,49.0,17.0,False
10093,SIN,Swissport,2025-10-05,120,86.0,24.0,False
10094,JFK,WFS,2025-03-30,90,51.0,18.0,False
10095,NRT,Menzies,2025-08-12,45,81.0,-2.0,False
10096,DXB,WFS,2025-01-01,90,,13.0,False
10097,SIN,WFS,2025-12-15,45,60.0,13.0,False
10098,SIN,WFS,2025-08-02,60,67.0,26.0,False
10099,SIN,Swissport,2025-10-12,60,49.0,23.0,False
10100,YUL,Menzies,2025-08-13,60,79.0,16.0,False
10101,DXB,Menzies Aviation,2025-07-20,60,35.0,5.0,False
10102,yul,dnata,2025-01-26,45,65.0,26.0,False
10103,LHR,Menzies Aviation,2025-02-26,120,49.0,12.0,False
10104,YUL,WFS,2025-09-26,120,71.0,18.0,False
10105,JFK,Swissport,2025-05-13,60,81.0,15.0,False
10106,FRA,WFS,2025-07-05,45,69.0,10.0,False
10107,JFK,Swissport,2025-09-15,60,37.0,8.0,False
10108,YUL,Menzies Aviation,2025-06-22,45,54.0,21.0,False
10109,FRA,Menzies,2025-03-07,120,59.0,12.0,False
10110,DXB,Swissport,2025-10-31,120,61.0,15.0,False
10111,FRA,WFS,2025-12-29,120,55.0,6.0,False
10112,FRA,Menzies Aviation,2025-05-29,60,52.0,3.0,False
10113,DXB,WFS,2025-01-19,90,88.0,11.0,False
10114,YUL,dnata,2025-04-09,45,62.0,14.0,False
10115,yul,dnata,2025-07-16,120,97.0,13.0,False
10116,YUL,Menzies,2025-07-07,60,46.0,5.0,False
10117,NRT,Swissport,2025-06-25,45,64.0,12.0,False
10118,LHR,Menzies,2025-10-05,90,58.0,30.0,False
10119,LHR,dnata,2025-09-11,45,69.0,21.0,False
10120,LHR,Menzies,2025-04-23,90,50.0,10.0,False
10121,DXB,WFS,2025-09-20,60,60.0,18.0,False
10122,SIN,Menzies,2025-06-23,60,34.0,14.0,False
10123,NRT,Swissport,2025-05-26,120,32.0,25.0,False
10124,NRT,WFS,2025-01-04,90,55.0,31.0,False
10125,FRA,Swissport,2025-10-24,60,82.0,2.0,False
10126,DXB,Swissport,2025-08-23,120,65.0,12.0,False
10127,JFK,dnata,2025-06-23,90,64.0,21.0,False
10128,FRA,Swissport,2025-06-25,45,50.0,22.0,False
10129,NRT,Menzies Aviation,2025-09-08,120,46.0,19.0,False
10130,FRA,dnata,2025-10-08,120,69.0,19.0,False
10131,NRT,WFS,2025-07-06,120,47.0,-1.0,False
10132, LHR,Menzies,2025-11-21,120,,9.0,False
10133, LHR,Menzies Aviation,2025-06-25,45,72.0,19.0,False
10134,SIN,Swissport,2025-01-11,120,78.0,20.0,False
10135,NRT,Swissport,2025-02-06,90,61.0,34.0,False
10136,JFK ,WFS,2025-02-01,60,79.0,21.0,False
10137, LHR,WFS,2025-07-19,60,94.0,14.0,False
10138,FRA,Menzies,2025-08-31,90,60.0,17.0,False
10139,YUL,Swissport,2025-04-03,60,66.0,16.0,False
10140,NRT,Swissport,2025-02-13,90,84.0,27.0,False
10141,NRT,WFS,2025-08-10,60,92.0,20.0,False
10142,JFK,Swissport,2025-12-10,120,55.0,32.0,False
10143,DXB,WFS,2025-06-03,60,82.0,35.0,False
10144,JFK,Swissport,2025-12-27,120,77.0,18.0,False
10145,LHR,WFS,2025-07-10,120,34.0,4.0,False
10146,DXB,Swissport,2025-07-27,120,52.0,15.0,False
10147,yul,WFS,2025-08-24,120,47.0,11.0,True
10148,LHR,WFS,2025-03-15,60,89.0,12.0,False
10149,YUL,Swissport,2025-01-16,60,49.0,16.0,False
10150,LHR,Menzies,2025-02-07,90,56.0,15.0,False
10151,LHR,WFS,2025-12-14,90,63.0,17.0,False
10152, LHR,dnata,2025-01-05,45,81.0,18.0,False
10153,JFK,Menzies,2025-07-04,60,67.0,5.0,False
10154,LHR,Menzies Aviation,2025-04-23,90,59.0,17.0,False
10155,FRA,Menzies Aviation,2025-04-05,45,58.0,10.0,False
10156,FRA,Menzies,2025-11-27,45,55.0,24.0,False
10157,JFK,dnata,2025-11-26,120,42.0,24.0,False
10158,YUL,Menzies Aviation,2025-05-04,90,73.0,8.0,False
10159,DXB,dnata,2025-12-26,60,65.0,15.0,False
10160,YUL,Swissport,2025-06-24,45,56.0,18.0,False
10161,JFK ,dnata,2025-05-16,90,64.0,37.0,False
10162,FRA,Swissport,2025-07-19,90,74.0,1.0,False
10163,JFK,dnata,2025-02-18,45,73.0,10.0,False
10164,SIN,WFS,2025-02-21,60,70.0,16.0,False
10165,YUL,Menzies Aviation,2025-03-15,90,66.0,13.0,False
10166, LHR,Swissport,2025-06-21,45,64.0,21.0,False
10167,SIN,dnata,2025-04-15,45,41.0,17.0,False
10168,LHR,Menzies Aviation,2025-09-05,120,59.0,13.0,False
10169,YUL,Menzies Aviation,2025-04-16,120,48.0,11.0,False
10170,YUL,dnata,2025-07-11,45,49.0,14.0,False
10171,JFK,dnata,2025-04-19,45,45.0,15.0,False
10172,yul,Menzies,2025-11-18,45,47.0,13.0,False
10173,NRT,WFS,2025-08-01,60,10.0,24.0,True
10174,SIN,Menzies Aviation,2025-06-06,45,52.0,32.0,False
10175,LHR,WFS,2025-01-20,60,58.0,16.0,True
10176,LHR,Menzies,2025-11-02,120,72.0,14.0,False
10177,FRA,dnata,2025-06-28,90,79.0,36.0,False
10178,YUL,dnata,2025-04-13,60,48.0,25.0,False
10179,NRT,dnata,2025-11-21,45,89.0,13.0,False
10180,YUL,Menzies Aviation,2025-02-04,45,62.0,15.0,False
10181, LHR,Menzies Aviation,2025-03-15,90,69.0,13.0,False
10182,LHR,Menzies Aviation,2025-10-12,90,77.0,28.0,False
10183,LHR,WFS,2025-06-16,120,70.0,33.0,False
10184,LHR,WFS,2025-08-03,90,57.0,16.0,False
10185,YUL,WFS,2025-02-14,90,86.0,20.0,False
10186,JFK,Menzies,2025-05-30,60,,12.0,False
10187,JFK,dnata,2025-01-17,120,61.0,14.0,False
10188,YUL,WFS,2025-11-03,60,29.0,18.0,False
10189,JFK,Menzies Aviation,2025-04-09,60,59.0,11.0,False
10190,YUL,Swissport,2025-10-05,45,59.0,14.0,False
10191,LHR,dnata,2025-08-13,45,69.0,14.0,False
10192,JFK,Menzies Aviation,2025-09-19,45,54.0,10.0,False
10193,FRA,Menzies Aviation,2025-04-11,45,55.0,18.0,False
10194,NRT,Menzies Aviation,2025-03-28,90,62.0,4.0,False
10195,JFK ,Menzies Aviation,2025-04-02,120,61.0,6.0,False
10196, LHR,Menzies Aviation,2025-07-28,90,60.0,14.0,False
10197,DXB,dnata,2025-08-22,120,60.0,19.0,False
10198,FRA,Swissport,2025-10-04,45,83.0,6.0,False
10199,NRT,WFS,2025-01-25,90,73.0,-1.0,False
10200, LHR,Swissport,2025-05-20,120,77.0,10.0,False
10201,yul,WFS,2025-06-26,90,79.0,9.0,False
10202,LHR,Menzies,2025-01-19,45,59.0,11.0,False
10203,FRA,dnata,2025-02-06,90,49.0,10.0,False
10204,YUL,Menzies Aviation,2025-03-27,60,66.0,11.0,False
10205,DXB,Menzies Aviation,2025-12-12,45,59.0,3.0,True
10206,JFK,Swissport,2025-07-29,90,82.0,16.0,False
10207,YUL,Menzies,2025-04-10,120,78.0,5.0,False
10208,YUL,dnata,2025-07-11,45,54.0,0.0,False
10209,NRT,dnata,2025-08-05,90,95.0,8.0,False
10210,JFK,Swissport,2025-02-06,60,62.0,-0.0,False
10211,JFK,dnata,2025-08-03,90,40.0,33.0,False
10212,DXB,dnata,2025-09-27,90,82.0,19.0,False
10213,NRT,Menzies,2025-03-30,90,70.0,21.0,False
10214,FRA,WFS,2025-08-21,60,59.0,27.0,False
10215, LHR,Menzies,2025-04-25,60,78.0,17.0,False
10216,yul,dnata,2025-11-05,45,45.0,31.0,False
10217,DXB,Menzies Aviation,2025-07-02,60,39.0,24.0,False
10218,NRT,dnata,2025-02-28,60,91.0,1.0,False
10219,NRT,dnata,2025-10-08,60,71.0,22.0,True
10220,JFK,dnata,2025-04-09,90,70.0,27.0,False
10221, LHR,Menzies,2025-04-02,45,68.0,21.0,False
10222,YUL,Menzies Aviation,2025-03-06,90,70.0,32.0,False
10223,DXB,Menzies Aviation,2025-10-07,90,52.0,-2.0,False
10224,FRA,WFS,2025-07-09,45,53.0,10.0,False
10225, LHR,Menzies,2025-08-20,120,59.0,17.0,False
10226, LHR,Swissport,2025-12-22,60,56.0,20.0,False
10227,YUL,Menzies Aviation,2025-10-19,45,49.0,9.0,False
10228,SIN,Swissport,2025-09-06,90,77.0,8.0,False
10229,NRT,dnata,2025-10-29,120,72.0,10.0,False
10230,JFK,Menzies Aviation,2025-04-07,45,73.0,14.0,False
10231,DXB,WFS,2025-03-03,45,82.0,33.0,False
10232,SIN,Menzies Aviation,2025-01-14,45,46.0,19.0,False
10233,SIN,Swissport,2025-11-08,60,71.0,21.0,False
10234,LHR,Menzies,2025-04-05,60,75.0,17.0,False
10235,LHR,WFS,2025-01-03,45,57.0,18.0,False
10236,LHR,dnata,2025-03-22,45,68.0,20.0,False
10237,SIN,WFS,2025-12-25,120,65.0,10.0,False
10238,JFK ,dnata,2025-05-22,120,58.0,11.0,False
10239,JFK ,WFS,2025-10-17,45,74.0,25.0,False
10240,FRA,Swissport,2025-03-21,90,70.0,26.0,False
10241,SIN,Menzies,2025-10-04,60,93.0,8.0,False
10242,NRT,dnata,2025-12-14,60,71.0,11.0,False
10243,FRA,Menzies,2025-02-16,120,57.0,8.0,False
10244,DXB,Menzies,2025-08-24,120,43.0,3.0,False
10245,YUL,WFS,2025-07-29,60,63.0,23.0,False
10246,SIN,WFS,2025-02-06,45,53.0,20.0,False
10247,JFK,WFS,2025-08-10,120,76.0,19.0,False
10248,LHR,Swissport,2025-06-15,60,61.0,8.0,False
10249,FRA,Menzies,2025-07-16,60,51.0,15.0,False
10250,DXB,dnata,2025-08-09,45,51.0,16.0,False
10251,SIN,WFS,2025-05-05,90,65.0,-3.0,False
10252,FRA,Menzies,2025-03-19,45,79.0,26.0,False
10253,YUL,Menzies,2025-07-20,60,73.0,5.0,False
10254,FRA,WFS,2025-01-11,120,79.0,28.0,False
10255,YUL,Swissport,2025-02-03,120,76.0,7.0,False
10256,SIN,Menzies Aviation,2025-07-07,45,52.0,19.0,False
10257,JFK,Menzies,2025-03-16,90,50.0,15.0,False
10258,NRT,WFS,2025-04-26,45,101.0,11.0,False
10259,SIN,Menzies Aviation,2025-11-20,90,81.0,9.0,False
10260,YUL,dnata,2025-03-19,120,74.0,12.0,False
10261,NRT,Swissport,2025-03-07,45,74.0,21.0,False
10262,JFK,WFS,2025-05-12,60,73.0,11.0,False
10263,JFK ,Menzies Aviation,2025-11-17,60,54.0,12.0,False
10264,NRT,dnata,2025-08-23,60,58.0,33.0,False
10265,FRA,WFS,2025-11-12,120,60.0,8.0,False
10266,DXB,Swissport,2025-07-27,120,52.0,9.0,False
10267,SIN,Menzies,2025-08-27,120,80.0,5.0,False
10268,FRA,WFS,2025-09-12,60,55.0,14.0,False
10269,FRA,WFS,2025-03-26,90,75.0,21.0,False
10270,LHR,Menzies Aviation,2025-08-08,90,75.0,19.0,False
10271,NRT,Menzies,2025-10-02,45,61.0,13.0,False
10272,SIN,Menzies,2025-09-08,45,73.0,16.0,False
10273,YUL,WFS,2025-07-01,60,54.0,12.0,False
10274,DXB,WFS,2025-04-04,90,69.0,9.0,False
10275,JFK,Swissport,2025-11-19,120,63.0,24.0,False
10276,NRT,dnata,2025-03-17,120,36.0,13.0,False
10277,LHR,WFS,2025-05-30,45,59.0,5.0,False
10278,LHR,Menzies Aviation,2025-02-10,90,61.0,14.0,False
10279,DXB,Menzies,2025-11-01,120,52.0,-3.0,False
10280,JFK,Swissport,2025-03-11,90,47.0,22.0,False
10281,SIN,Swissport,2025-01-07,120,68.0,14.0,False
10282,FRA,dnata,2025-12-11,120,81.0,6.0,False
10283,DXB,Menzies Aviation,2025-04-16,90,72.0,17.0,False
10284,FRA,Menzies Aviation,2025-02-22,60,41.0,17.0,False
10285,yul,dnata,2025-11-05,45,67.0,10.0,False
10286,LHR,WFS,2025-10-07,45,74.0,1.0,False
10287,SIN,Swissport,2025-01-20,120,74.0,13.0,False
10288,JFK,dnata,2025-07-13,90,34.0,15.0,False
10289,YUL,Swissport,2025-11-03,60,93.0,27.0,False
10290,JFK,dnata,2025-09-14,45,54.0,15.0,False
10291,FRA,Menzies Aviation,2025-01-25,60,57.0,3.0,False
10292,FRA,Swissport,2025-11-20,120,87.0,9.0,False
10293,FRA,WFS,2025-03-29,120,72.0,7.0,False
10294,FRA,Menzies Aviation,2025-10-29,90,43.0,22.0,False
10295,JFK,Menzies Aviation,2025-09-11,60,95.0,16.0,False
10296,JFK ,Swissport,2025-02-26,45,67.0,19.0,False
10297,JFK,Swissport,2025-08-03,45,74.0,18.0,False
10298,JFK,Menzies,2025-08-05,60,52.0,24.0,False
10299,LHR,dnata,2025-02-21,120,64.0,15.0,False
10300,JFK,Menzies,2025-10-01,120,56.0,17.0,False
10301,yul,Menzies,2025-11-17,90,31.0,23.0,False
10302,JFK,dnata,2025-03-23,90,91.0,16.0,False
10303,yul,WFS,2025-04-04,60,66.0,1.0,False
10304,LHR,Menzies,2025-06-01,60,67.0,17.0,False
10305,YUL,Swissport,2025-08-10,90,63.0,11.0,False
10306,LHR,Menzies,2025-10-23,60,65.0,12.0,False
10307,FRA,Menzies Aviation,2025-07-28,120,78.0,21.0,False
10308,FRA,Swissport,2025-09-04,120,69.0,9.0,False
